Date,Age Range,Gender,Segment,Product,Total Customers,Region,Language Preference
5/1/2024,18-34,Female,Content & Complacent,Basic,174,Midwest,English
5/1/2024,18-34,Female,Content & Complacent,Enhanced,126,Northeast,Spanish
5/1/2024,18-34,Female,Content & Complacent,Premium,163,South,English
5/1/2024,18-34,Female,Unengaged,Basic,194,Northeast,English
5/1/2024,18-34,Female,Unengaged,Enhanced,184,West,English
5/1/2024,18-34,Female,Unengaged,Premium,148,Midwest,Spanish
5/1/2024,35-49,Male,Highly Engaged,Basic,120,South,Spanish
5/1/2024,35-49,Male,Highly Engaged,Enhanced,191,South,Vietnamese
5/1/2024,35-49,Male,Highly Engaged,Premium,158,Midwest,English
5/1/2024,35-49,Male,Reactive Engagers,Basic,129,South,English
5/1/2024,35-49,Male,Reactive Engagers,Enhanced,122,West,English
5/1/2024,35-49,Male,Reactive Engagers,Premium,109,Northeast,Spanish
5/1/2024,35-49,Male,Content & Complacent,Basic,208,South,English
5/1/2024,35-49,Male,Content & Complacent,Enhanced,143,West,Spanish
5/1/2024,35-49,Male,Content & Complacent,Premium,176,Midwest,Spanish
5/1/2024,35-49,Male,Unengaged,Basic,162,Midwest,English
5/1/2024,35-49,Male,Unengaged,Enhanced,112,Northeast,English
5/1/2024,35-49,Male,Unengaged,Premium,177,South,English
5/1/2024,35-49,Female,Highly Engaged,Basic,156,Northeast,English
5/1/2024,35-49,Female,Highly Engaged,Enhanced,219,South,English
5/1/2024,35-49,Female,Highly Engaged,Premium,191,Northeast,Spanish
5/1/2024,35-49,Female,Reactive Engagers,Basic,127,South,English
5/1/2024,35-49,Female,Reactive Engagers,Enhanced,159,Northeast,English
5/1/2024,35-49,Female,Reactive Engagers,Premium,196,West,Spanish
5/1/2024,35-49,Female,Content & Complacent,Basic,171,Northeast,English
5/1/2024,35-49,Female,Content & Complacent,Enhanced,181,West,English
5/1/2024,35-49,Female,Content & Complacent,Premium,202,Midwest,English
5/1/2024,35-49,Female,Unengaged,Basic,131,West,English
5/1/2024,35-49,Female,Unengaged,Enhanced,176,Midwest,Spanish
5/1/2024,35-49,Female,Unengaged,Premium,175,Midwest,Spanish
5/1/2024,50-64,Male,Highly Engaged,Basic,110,West,Spanish
5/1/2024,50-64,Male,Highly Engaged,Enhanced,206,Midwest,English
5/1/2024,50-64,Male,Highly Engaged,Premium,184,South,Spanish
5/1/2024,50-64,Male,Reactive Engagers,Basic,195,Midwest,English
5/1/2024,50-64,Male,Reactive Engagers,Enhanced,114,South,English
5/1/2024,50-64,Male,Reactive Engagers,Premium,191,Northeast,Chinese
5/1/2024,50-64,Male,Content & Complacent,Basic,145,South,Spanish
5/1/2024,50-64,Male,Content & Complacent,Enhanced,124,South,English
5/1/2024,50-64,Male,Content & Complacent,Premium,151,Northeast,English
5/1/2024,50-64,Male,Unengaged,Basic,167,South,English
5/1/2024,50-64,Male,Unengaged,Enhanced,196,South,English
5/1/2024,50-64,Male,Unengaged,Premium,167,West,English
5/1/2024,50-64,Female,Highly Engaged,Basic,227,South,English
5/1/2024,50-64,Female,Highly Engaged,Enhanced,214,South,Spanish
5/1/2024,50-64,Female,Highly Engaged,Premium,186,South,Spanish
5/1/2024,50-64,Female,Reactive Engagers,Basic,216,Midwest,English
5/1/2024,50-64,Female,Reactive Engagers,Enhanced,103,Northeast,English
5/1/2024,50-64,Female,Reactive Engagers,Premium,127,West,English
5/1/2024,50-64,Female,Content & Complacent,Basic,126,Midwest,English
5/1/2024,50-64,Female,Content & Complacent,Enhanced,159,Midwest,English
5/1/2024,50-64,Female,Content & Complacent,Premium,134,South,English
5/1/2024,50-64,Female,Unengaged,Basic,213,South,English
5/1/2024,50-64,Female,Unengaged,Enhanced,125,West,Spanish
5/1/2024,50-64,Female,Unengaged,Premium,189,South,English
5/1/2024,65+,Male,Highly Engaged,Basic,106,Northeast,Spanish
5/1/2024,65+,Male,Highly Engaged,Enhanced,123,Northeast,English
5/1/2024,65+,Male,Highly Engaged,Premium,216,Northeast,English
5/1/2024,65+,Male,Reactive Engagers,Basic,187,South,English
5/1/2024,65+,Male,Reactive Engagers,Enhanced,161,West,English
5/1/2024,65+,Male,Reactive Engagers,Premium,135,Northeast,English
5/1/2024,65+,Male,Content & Complacent,Basic,108,Midwest,Chinese
5/1/2024,65+,Male,Content & Complacent,Enhanced,208,South,English
5/1/2024,65+,Male,Content & Complacent,Premium,117,South,English
5/1/2024,65+,Male,Unengaged,Basic,174,Midwest,English
5/1/2024,65+,Male,Unengaged,Enhanced,165,West,English
5/1/2024,65+,Male,Unengaged,Premium,127,South,English
5/1/2024,65+,Female,Highly Engaged,Basic,159,South,English
5/1/2024,65+,Female,Highly Engaged,Enhanced,107,Midwest,English
5/1/2024,65+,Female,Highly Engaged,Premium,167,Midwest,English
5/1/2024,65+,Female,Reactive Engagers,Basic,172,South,English
5/1/2024,65+,Female,Reactive Engagers,Enhanced,141,Northeast,English
5/1/2024,65+,Female,Reactive Engagers,Premium,129,West,Spanish
5/1/2024,65+,Female,Content & Complacent,Basic,137,West,English
5/1/2024,65+,Female,Content & Complacent,Enhanced,210,Midwest,English
5/1/2024,65+,Female,Content & Complacent,Premium,161,Midwest,Spanish
5/1/2024,65+,Female,Unengaged,Basic,124,Midwest,English
5/1/2024,65+,Female,Unengaged,Enhanced,190,West,English
5/1/2024,65+,Female,Unengaged,Premium,177,South,English
6/1/2024,18-34,Male,Highly Engaged,Basic,163,Midwest,English
6/1/2024,18-34,Male,Highly Engaged,Enhanced,159,South,English
6/1/2024,18-34,Male,Highly Engaged,Premium,128,South,English
6/1/2024,18-34,Male,Reactive Engagers,Basic,202,Midwest,English
6/1/2024,18-34,Male,Reactive Engagers,Enhanced,160,West,English
6/1/2024,18-34,Male,Reactive Engagers,Premium,180,Northeast,English
6/1/2024,18-34,Male,Content & Complacent,Basic,212,Midwest,English
6/1/2024,18-34,Male,Content & Complacent,Enhanced,120,Midwest,Chinese
6/1/2024,18-34,Male,Content & Complacent,Premium,189,South,English
6/1/2024,18-34,Male,Unengaged,Basic,165,West,Spanish
6/1/2024,18-34,Male,Unengaged,Enhanced,224,West,English
6/1/2024,18-34,Male,Unengaged,Premium,160,West,English
6/1/2024,18-34,Female,Highly Engaged,Basic,196,West,English
6/1/2024,18-34,Female,Highly Engaged,Enhanced,130,Midwest,English
6/1/2024,18-34,Female,Highly Engaged,Premium,134,Northeast,English
6/1/2024,18-34,Female,Reactive Engagers,Basic,122,South,English
6/1/2024,18-34,Female,Reactive Engagers,Enhanced,114,Northeast,Spanish
6/1/2024,18-34,Female,Reactive Engagers,Premium,134,West,English
6/1/2024,18-34,Female,Content & Complacent,Basic,201,South,English
6/1/2024,18-34,Female,Content & Complacent,Enhanced,163,Northeast,English
6/1/2024,18-34,Female,Content & Complacent,Premium,125,South,English
6/1/2024,18-34,Female,Unengaged,Basic,150,West,English
6/1/2024,18-34,Female,Unengaged,Enhanced,203,Northeast,English
6/1/2024,18-34,Female,Unengaged,Premium,194,Northeast,English
6/1/2024,35-49,Male,Highly Engaged,Basic,165,West,Spanish
6/1/2024,35-49,Male,Highly Engaged,Enhanced,125,Midwest,English
6/1/2024,35-49,Male,Highly Engaged,Premium,185,West,Vietnamese
6/1/2024,35-49,Male,Reactive Engagers,Basic,194,South,English
6/1/2024,35-49,Male,Reactive Engagers,Enhanced,142,West,English
6/1/2024,35-49,Male,Reactive Engagers,Premium,223,South,English
6/1/2024,35-49,Male,Content & Complacent,Basic,208,Northeast,English
6/1/2024,35-49,Male,Content & Complacent,Enhanced,174,West,English
6/1/2024,35-49,Male,Content & Complacent,Premium,183,Northeast,English
6/1/2024,35-49,Male,Unengaged,Basic,165,Northeast,English
6/1/2024,35-49,Male,Unengaged,Enhanced,126,Midwest,English
6/1/2024,35-49,Male,Unengaged,Premium,150,Midwest,English
6/1/2024,35-49,Female,Highly Engaged,Basic,115,Northeast,English
6/1/2024,35-49,Female,Highly Engaged,Enhanced,208,Northeast,English
6/1/2024,35-49,Female,Highly Engaged,Premium,233,South,English
6/1/2024,35-49,Female,Reactive Engagers,Basic,180,Midwest,Spanish
6/1/2024,35-49,Female,Reactive Engagers,Enhanced,183,West,English
6/1/2024,35-49,Female,Reactive Engagers,Premium,116,Midwest,English
6/1/2024,35-49,Female,Content & Complacent,Basic,111,Midwest,English
6/1/2024,35-49,Female,Content & Complacent,Enhanced,125,West,English
6/1/2024,35-49,Female,Content & Complacent,Premium,173,Northeast,English
6/1/2024,35-49,Female,Unengaged,Basic,141,Midwest,English
6/1/2024,35-49,Female,Unengaged,Enhanced,187,Midwest,Chinese
6/1/2024,35-49,Female,Unengaged,Premium,156,West,Spanish
6/1/2024,50-64,Male,Highly Engaged,Basic,167,West,Chinese
6/1/2024,50-64,Male,Highly Engaged,Enhanced,205,West,English
6/1/2024,50-64,Male,Highly Engaged,Premium,235,Northeast,English
6/1/2024,50-64,Male,Reactive Engagers,Basic,191,Midwest,Spanish
6/1/2024,50-64,Male,Reactive Engagers,Enhanced,124,Northeast,Vietnamese
6/1/2024,50-64,Male,Reactive Engagers,Premium,131,Midwest,English
6/1/2024,50-64,Male,Content & Complacent,Basic,134,South,English
6/1/2024,50-64,Male,Content & Complacent,Enhanced,125,West,English
6/1/2024,50-64,Male,Content & Complacent,Premium,187,Northeast,English
6/1/2024,50-64,Male,Unengaged,Basic,152,West,English
6/1/2024,50-64,Male,Unengaged,Enhanced,179,West,English
6/1/2024,50-64,Male,Unengaged,Premium,152,West,Vietnamese
6/1/2024,50-64,Female,Highly Engaged,Basic,159,West,Spanish
6/1/2024,50-64,Female,Highly Engaged,Enhanced,164,South,English
6/1/2024,50-64,Female,Highly Engaged,Premium,202,West,English
6/1/2024,50-64,Female,Reactive Engagers,Basic,187,South,Spanish
6/1/2024,50-64,Female,Reactive Engagers,Enhanced,184,West,English
6/1/2024,50-64,Female,Reactive Engagers,Premium,168,West,English
6/1/2024,50-64,Female,Content & Complacent,Basic,124,Northeast,English
6/1/2024,50-64,Female,Content & Complacent,Enhanced,190,West,English
6/1/2024,50-64,Female,Content & Complacent,Premium,188,Midwest,English
6/1/2024,50-64,Female,Unengaged,Basic,135,West,English
6/1/2024,50-64,Female,Unengaged,Enhanced,211,South,English
6/1/2024,50-64,Female,Unengaged,Premium,125,Northeast,Spanish
6/1/2024,65+,Male,Highly Engaged,Basic,227,West,Vietnamese
6/1/2024,65+,Male,Highly Engaged,Enhanced,176,South,English
6/1/2024,65+,Male,Highly Engaged,Premium,193,Midwest,English
6/1/2024,65+,Male,Reactive Engagers,Basic,159,South,Chinese
6/1/2024,65+,Male,Reactive Engagers,Enhanced,177,Midwest,Vietnamese
6/1/2024,65+,Male,Reactive Engagers,Premium,116,South,English
6/1/2024,65+,Male,Content & Complacent,Basic,133,South,Spanish
6/1/2024,65+,Male,Content & Complacent,Enhanced,118,Northeast,Vietnamese
6/1/2024,65+,Male,Content & Complacent,Premium,126,South,English
6/1/2024,65+,Male,Unengaged,Basic,184,South,English
6/1/2024,65+,Male,Unengaged,Enhanced,132,Northeast,English
6/1/2024,65+,Male,Unengaged,Premium,140,West,English
6/1/2024,65+,Female,Highly Engaged,Basic,104,South,English
6/1/2024,65+,Female,Highly Engaged,Enhanced,191,Northeast,Spanish
6/1/2024,65+,Female,Highly Engaged,Premium,225,Northeast,Chinese
6/1/2024,65+,Female,Reactive Engagers,Basic,178,Midwest,Spanish
6/1/2024,65+,Female,Reactive Engagers,Enhanced,147,West,English
6/1/2024,65+,Female,Reactive Engagers,Premium,183,Midwest,English
6/1/2024,65+,Female,Content & Complacent,Basic,147,Northeast,English
6/1/2024,65+,Female,Content & Complacent,Enhanced,155,South,English
6/1/2024,65+,Female,Content & Complacent,Premium,210,Midwest,Spanish
6/1/2024,65+,Female,Unengaged,Basic,193,West,English
6/1/2024,65+,Female,Unengaged,Enhanced,219,West,English
6/1/2024,65+,Female,Unengaged,Premium,171,Midwest,English
7/1/2024,18-34,Male,Highly Engaged,Basic,178,Northeast,English
7/1/2024,18-34,Male,Highly Engaged,Enhanced,205,South,English
7/1/2024,18-34,Male,Highly Engaged,Premium,110,Midwest,English
7/1/2024,18-34,Male,Reactive Engagers,Basic,156,Midwest,Spanish
7/1/2024,18-34,Male,Reactive Engagers,Enhanced,215,Northeast,Spanish
7/1/2024,18-34,Male,Reactive Engagers,Premium,184,Midwest,Spanish
7/1/2024,18-34,Male,Content & Complacent,Basic,176,West,English
7/1/2024,18-34,Male,Content & Complacent,Enhanced,164,West,Spanish
7/1/2024,18-34,Male,Content & Complacent,Premium,220,West,Spanish
7/1/2024,18-34,Male,Unengaged,Basic,137,West,English
7/1/2024,18-34,Male,Unengaged,Enhanced,199,Midwest,Spanish
7/1/2024,18-34,Male,Unengaged,Premium,145,Midwest,English
7/1/2024,18-34,Female,Highly Engaged,Basic,157,Northeast,English
7/1/2024,18-34,Female,Highly Engaged,Enhanced,164,Midwest,English
7/1/2024,18-34,Female,Highly Engaged,Premium,188,West,English
7/1/2024,18-34,Female,Reactive Engagers,Basic,147,West,English
7/1/2024,18-34,Female,Reactive Engagers,Enhanced,168,West,Chinese
7/1/2024,18-34,Female,Reactive Engagers,Premium,149,West,Spanish
7/1/2024,18-34,Female,Content & Complacent,Basic,117,Northeast,English
7/1/2024,18-34,Female,Content & Complacent,Enhanced,146,Midwest,English
7/1/2024,18-34,Female,Content & Complacent,Premium,111,Midwest,Chinese
7/1/2024,18-34,Female,Unengaged,Basic,147,Midwest,English
7/1/2024,18-34,Female,Unengaged,Enhanced,214,South,Vietnamese
7/1/2024,18-34,Female,Unengaged,Premium,186,Northeast,Spanish
7/1/2024,35-49,Male,Highly Engaged,Basic,194,South,Spanish
7/1/2024,35-49,Male,Highly Engaged,Enhanced,201,South,English
7/1/2024,35-49,Male,Highly Engaged,Premium,113,Northeast,English
7/1/2024,35-49,Male,Reactive Engagers,Basic,173,Midwest,English
7/1/2024,35-49,Male,Reactive Engagers,Enhanced,114,Northeast,English
7/1/2024,35-49,Male,Reactive Engagers,Premium,158,Northeast,Spanish
7/1/2024,35-49,Male,Content & Complacent,Basic,113,West,English
7/1/2024,35-49,Male,Content & Complacent,Enhanced,152,South,English
7/1/2024,35-49,Male,Content & Complacent,Premium,233,Midwest,English
7/1/2024,35-49,Male,Unengaged,Basic,152,South,English
7/1/2024,35-49,Male,Unengaged,Enhanced,174,Midwest,Spanish
7/1/2024,35-49,Male,Unengaged,Premium,212,South,English
7/1/2024,35-49,Female,Highly Engaged,Basic,117,South,English
7/1/2024,35-49,Female,Highly Engaged,Enhanced,195,Midwest,Spanish
7/1/2024,35-49,Female,Highly Engaged,Premium,184,South,Spanish
7/1/2024,35-49,Female,Reactive Engagers,Basic,222,Northeast,Spanish
7/1/2024,35-49,Female,Reactive Engagers,Enhanced,170,Midwest,English
7/1/2024,35-49,Female,Reactive Engagers,Premium,188,Midwest,English
7/1/2024,35-49,Female,Content & Complacent,Basic,146,West,English
7/1/2024,35-49,Female,Content & Complacent,Enhanced,128,South,Spanish
7/1/2024,35-49,Female,Content & Complacent,Premium,155,South,English
7/1/2024,35-49,Female,Unengaged,Basic,110,South,English
7/1/2024,35-49,Female,Unengaged,Enhanced,135,South,English
7/1/2024,35-49,Female,Unengaged,Premium,221,Midwest,English
7/1/2024,50-64,Male,Highly Engaged,Basic,198,West,Vietnamese
7/1/2024,50-64,Male,Highly Engaged,Enhanced,218,South,English
7/1/2024,50-64,Male,Highly Engaged,Premium,155,Northeast,English
7/1/2024,50-64,Male,Reactive Engagers,Basic,134,South,English
7/1/2024,50-64,Male,Reactive Engagers,Enhanced,222,West,Chinese
7/1/2024,50-64,Male,Reactive Engagers,Premium,119,Midwest,Spanish
7/1/2024,50-64,Male,Content & Complacent,Basic,119,West,English
7/1/2024,50-64,Male,Content & Complacent,Enhanced,171,South,Spanish
7/1/2024,50-64,Male,Content & Complacent,Premium,185,Midwest,English
7/1/2024,50-64,Male,Unengaged,Basic,212,Northeast,English
7/1/2024,50-64,Male,Unengaged,Enhanced,147,South,Vietnamese
7/1/2024,50-64,Male,Unengaged,Premium,198,Midwest,Spanish
7/1/2024,50-64,Female,Highly Engaged,Basic,164,West,English
7/1/2024,50-64,Female,Highly Engaged,Enhanced,187,South,English
7/1/2024,50-64,Female,Highly Engaged,Premium,153,Northeast,English
7/1/2024,50-64,Female,Reactive Engagers,Basic,127,Midwest,English
7/1/2024,50-64,Female,Reactive Engagers,Enhanced,163,Midwest,English
7/1/2024,50-64,Female,Reactive Engagers,Premium,114,West,English
7/1/2024,50-64,Female,Content & Complacent,Basic,168,West,English
7/1/2024,50-64,Female,Content & Complacent,Enhanced,144,West,Spanish
7/1/2024,50-64,Female,Content & Complacent,Premium,122,West,Spanish
7/1/2024,50-64,Female,Unengaged,Basic,136,Midwest,English
7/1/2024,50-64,Female,Unengaged,Enhanced,209,South,Spanish
7/1/2024,50-64,Female,Unengaged,Premium,206,West,English
7/1/2024,65+,Male,Highly Engaged,Basic,139,South,Spanish
7/1/2024,65+,Male,Highly Engaged,Enhanced,129,South,Spanish
7/1/2024,65+,Male,Highly Engaged,Premium,151,South,English
7/1/2024,65+,Male,Reactive Engagers,Basic,142,West,Spanish
7/1/2024,65+,Male,Reactive Engagers,Enhanced,115,West,Vietnamese
7/1/2024,65+,Male,Reactive Engagers,Premium,210,Midwest,English
7/1/2024,65+,Male,Content & Complacent,Basic,135,Midwest,Spanish
7/1/2024,65+,Male,Content & Complacent,Enhanced,200,South,Vietnamese
7/1/2024,65+,Male,Content & Complacent,Premium,124,South,English
7/1/2024,65+,Male,Unengaged,Basic,217,Northeast,English
7/1/2024,65+,Male,Unengaged,Enhanced,175,Northeast,English
7/1/2024,65+,Male,Unengaged,Premium,128,West,Chinese
7/1/2024,65+,Female,Highly Engaged,Basic,149,South,English
7/1/2024,65+,Female,Highly Engaged,Enhanced,164,South,English
7/1/2024,65+,Female,Highly Engaged,Premium,157,West,English
7/1/2024,65+,Female,Reactive Engagers,Basic,197,South,English
7/1/2024,65+,Female,Reactive Engagers,Enhanced,114,Northeast,English
7/1/2024,65+,Female,Reactive Engagers,Premium,140,West,English
7/1/2024,65+,Female,Content & Complacent,Basic,224,Northeast,English
7/1/2024,65+,Female,Content & Complacent,Enhanced,167,West,Spanish
7/1/2024,65+,Female,Content & Complacent,Premium,149,West,English
7/1/2024,65+,Female,Unengaged,Basic,193,South,English
7/1/2024,65+,Female,Unengaged,Enhanced,222,Midwest,Chinese
7/1/2024,65+,Female,Unengaged,Premium,182,West,English
8/1/2024,18-34,Male,Highly Engaged,Basic,169,West,English
8/1/2024,18-34,Male,Highly Engaged,Enhanced,110,West,Chinese
8/1/2024,18-34,Male,Highly Engaged,Premium,206,West,English
8/1/2024,18-34,Male,Reactive Engagers,Basic,108,Midwest,English
8/1/2024,18-34,Male,Reactive Engagers,Enhanced,144,South,English
8/1/2024,18-34,Male,Reactive Engagers,Premium,161,Midwest,Spanish
8/1/2024,18-34,Male,Content & Complacent,Basic,185,Northeast,English
8/1/2024,18-34,Male,Content & Complacent,Enhanced,230,West,Spanish
8/1/2024,18-34,Male,Content & Complacent,Premium,163,South,Spanish
8/1/2024,18-34,Male,Unengaged,Basic,132,Midwest,Spanish
8/1/2024,18-34,Male,Unengaged,Enhanced,122,West,English
8/1/2024,18-34,Male,Unengaged,Premium,138,West,English
8/1/2024,18-34,Female,Highly Engaged,Basic,202,Northeast,English
8/1/2024,18-34,Female,Highly Engaged,Enhanced,150,Midwest,English
8/1/2024,18-34,Female,Highly Engaged,Premium,107,West,Spanish
8/1/2024,18-34,Female,Reactive Engagers,Basic,143,West,Vietnamese
8/1/2024,18-34,Female,Reactive Engagers,Enhanced,116,South,English
8/1/2024,18-34,Female,Reactive Engagers,Premium,205,Midwest,English
8/1/2024,18-34,Female,Content & Complacent,Basic,111,Midwest,Spanish
8/1/2024,18-34,Female,Content & Complacent,Enhanced,123,Northeast,Spanish
8/1/2024,18-34,Female,Content & Complacent,Premium,181,South,Spanish
8/1/2024,18-34,Female,Unengaged,Basic,142,Midwest,Spanish
8/1/2024,18-34,Female,Unengaged,Enhanced,164,Midwest,English
8/1/2024,18-34,Female,Unengaged,Premium,191,Northeast,English
8/1/2024,35-49,Male,Highly Engaged,Basic,198,South,Vietnamese
8/1/2024,35-49,Male,Highly Engaged,Enhanced,120,Northeast,English
8/1/2024,35-49,Male,Highly Engaged,Premium,182,West,English
8/1/2024,35-49,Male,Reactive Engagers,Basic,208,South,English
8/1/2024,35-49,Male,Reactive Engagers,Enhanced,155,Midwest,Vietnamese
8/1/2024,35-49,Male,Reactive Engagers,Premium,125,Northeast,Spanish
8/1/2024,35-49,Male,Content & Complacent,Basic,164,Midwest,English
8/1/2024,35-49,Male,Content & Complacent,Enhanced,123,Northeast,English
8/1/2024,35-49,Male,Content & Complacent,Premium,120,Northeast,English
8/1/2024,35-49,Male,Unengaged,Basic,193,West,English
8/1/2024,35-49,Male,Unengaged,Enhanced,137,South,English
8/1/2024,35-49,Male,Unengaged,Premium,218,Northeast,Spanish
8/1/2024,35-49,Female,Highly Engaged,Basic,117,Northeast,English
8/1/2024,35-49,Female,Highly Engaged,Enhanced,130,Midwest,Spanish
8/1/2024,35-49,Female,Highly Engaged,Premium,153,West,Spanish
8/1/2024,35-49,Female,Reactive Engagers,Basic,212,South,English
8/1/2024,35-49,Female,Reactive Engagers,Enhanced,199,South,English
8/1/2024,35-49,Female,Reactive Engagers,Premium,142,West,Spanish
8/1/2024,35-49,Female,Content & Complacent,Basic,127,South,English
8/1/2024,35-49,Female,Content & Complacent,Enhanced,152,Northeast,Spanish
8/1/2024,35-49,Female,Content & Complacent,Premium,125,West,English
8/1/2024,35-49,Female,Unengaged,Basic,118,Midwest,Spanish
8/1/2024,35-49,Female,Unengaged,Enhanced,148,Northeast,Spanish
8/1/2024,35-49,Female,Unengaged,Premium,118,West,Spanish
8/1/2024,50-64,Male,Highly Engaged,Basic,186,West,English
8/1/2024,50-64,Male,Highly Engaged,Enhanced,126,Midwest,Chinese
8/1/2024,50-64,Male,Highly Engaged,Premium,142,Midwest,English
8/1/2024,50-64,Male,Reactive Engagers,Basic,175,Northeast,English
8/1/2024,50-64,Male,Reactive Engagers,Enhanced,201,Northeast,English
8/1/2024,50-64,Male,Reactive Engagers,Premium,134,South,English
8/1/2024,50-64,Male,Content & Complacent,Basic,190,West,English
8/1/2024,50-64,Male,Content & Complacent,Enhanced,114,West,English
8/1/2024,50-64,Male,Content & Complacent,Premium,149,Midwest,English
8/1/2024,50-64,Male,Unengaged,Basic,207,West,English
8/1/2024,50-64,Male,Unengaged,Enhanced,224,West,Spanish
8/1/2024,50-64,Male,Unengaged,Premium,189,South,English
8/1/2024,50-64,Female,Highly Engaged,Basic,142,Midwest,Spanish
8/1/2024,50-64,Female,Highly Engaged,Enhanced,158,West,English
8/1/2024,50-64,Female,Highly Engaged,Premium,153,West,English
8/1/2024,50-64,Female,Reactive Engagers,Basic,168,Northeast,English
8/1/2024,50-64,Female,Reactive Engagers,Enhanced,155,Northeast,English
8/1/2024,50-64,Female,Reactive Engagers,Premium,159,South,English
8/1/2024,50-64,Female,Content & Complacent,Basic,162,South,Chinese
8/1/2024,50-64,Female,Content & Complacent,Enhanced,121,South,English
8/1/2024,50-64,Female,Content & Complacent,Premium,119,South,English
8/1/2024,50-64,Female,Unengaged,Basic,117,West,English
8/1/2024,50-64,Female,Unengaged,Enhanced,159,South,English
8/1/2024,50-64,Female,Unengaged,Premium,181,Midwest,English
8/1/2024,65+,Male,Highly Engaged,Basic,155,Northeast,Chinese
8/1/2024,65+,Male,Highly Engaged,Enhanced,108,Northeast,English
8/1/2024,65+,Male,Highly Engaged,Premium,125,Northeast,English
8/1/2024,65+,Male,Reactive Engagers,Basic,120,South,English
8/1/2024,65+,Male,Reactive Engagers,Enhanced,187,West,English
8/1/2024,65+,Male,Reactive Engagers,Premium,221,Midwest,Spanish
8/1/2024,65+,Male,Content & Complacent,Basic,160,South,Spanish
8/1/2024,65+,Male,Content & Complacent,Enhanced,220,Midwest,English
8/1/2024,65+,Male,Content & Complacent,Premium,163,South,English
8/1/2024,65+,Male,Unengaged,Basic,216,South,English
8/1/2024,65+,Male,Unengaged,Enhanced,180,West,English
8/1/2024,65+,Male,Unengaged,Premium,179,Northeast,English
8/1/2024,65+,Female,Highly Engaged,Basic,214,Northeast,Chinese
8/1/2024,65+,Female,Highly Engaged,Enhanced,200,Midwest,English
8/1/2024,65+,Female,Highly Engaged,Premium,169,South,English
8/1/2024,65+,Female,Reactive Engagers,Basic,187,West,English
8/1/2024,65+,Female,Reactive Engagers,Enhanced,132,West,English
8/1/2024,65+,Female,Reactive Engagers,Premium,177,Midwest,English
8/1/2024,65+,Female,Content & Complacent,Basic,127,Midwest,English
8/1/2024,65+,Female,Content & Complacent,Enhanced,186,Northeast,Vietnamese
8/1/2024,65+,Female,Content & Complacent,Premium,207,South,English
8/1/2024,65+,Female,Unengaged,Basic,200,Midwest,English
8/1/2024,65+,Female,Unengaged,Enhanced,208,Midwest,English
8/1/2024,65+,Female,Unengaged,Premium,134,Midwest,Spanish
9/1/2024,18-34,Male,Highly Engaged,Basic,211,West,English
9/1/2024,18-34,Male,Highly Engaged,Enhanced,152,Midwest,English
9/1/2024,18-34,Male,Highly Engaged,Premium,181,South,English
9/1/2024,18-34,Male,Reactive Engagers,Basic,199,Northeast,Chinese
9/1/2024,18-34,Male,Reactive Engagers,Enhanced,159,West,English
9/1/2024,18-34,Male,Reactive Engagers,Premium,157,Midwest,English
9/1/2024,18-34,Male,Content & Complacent,Basic,228,South,Vietnamese
9/1/2024,18-34,Male,Content & Complacent,Enhanced,185,Midwest,English
9/1/2024,18-34,Male,Content & Complacent,Premium,184,West,Chinese
9/1/2024,18-34,Male,Unengaged,Basic,207,South,English
9/1/2024,18-34,Male,Unengaged,Enhanced,214,West,English
9/1/2024,18-34,Male,Unengaged,Premium,154,West,English
9/1/2024,18-34,Female,Highly Engaged,Basic,223,South,Spanish
9/1/2024,18-34,Female,Highly Engaged,Enhanced,134,Midwest,English
9/1/2024,18-34,Female,Highly Engaged,Premium,191,Northeast,Vietnamese
9/1/2024,18-34,Female,Reactive Engagers,Basic,162,Northeast,English
9/1/2024,18-34,Female,Reactive Engagers,Enhanced,227,Northeast,English
9/1/2024,18-34,Female,Reactive Engagers,Premium,208,Northeast,English
9/1/2024,18-34,Female,Content & Complacent,Basic,152,West,English
9/1/2024,18-34,Female,Content & Complacent,Enhanced,172,South,Spanish
9/1/2024,18-34,Female,Content & Complacent,Premium,112,Midwest,English
9/1/2024,18-34,Female,Unengaged,Basic,217,Midwest,Vietnamese
9/1/2024,18-34,Female,Unengaged,Enhanced,157,Northeast,Spanish
9/1/2024,18-34,Female,Unengaged,Premium,224,West,English
9/1/2024,35-49,Male,Highly Engaged,Basic,167,Midwest,English
9/1/2024,35-49,Male,Highly Engaged,Enhanced,113,West,Spanish
9/1/2024,35-49,Male,Highly Engaged,Premium,165,West,Spanish
9/1/2024,35-49,Male,Reactive Engagers,Basic,151,West,English
9/1/2024,35-49,Male,Reactive Engagers,Enhanced,150,Midwest,Chinese
9/1/2024,35-49,Male,Reactive Engagers,Premium,113,West,English
9/1/2024,35-49,Male,Content & Complacent,Basic,129,Midwest,English
9/1/2024,35-49,Male,Content & Complacent,Enhanced,105,Northeast,English
9/1/2024,35-49,Male,Content & Complacent,Premium,168,West,English
9/1/2024,35-49,Male,Unengaged,Basic,195,West,English
9/1/2024,35-49,Male,Unengaged,Enhanced,182,South,English
9/1/2024,35-49,Male,Unengaged,Premium,145,Midwest,English
9/1/2024,35-49,Female,Highly Engaged,Basic,171,Midwest,English
